year,career,Recurrent salary,Non-Recurrentsalary
99,Basicmetalmanufacturing,38275,18888
100,Basicmetalmanufacturing,38153,20983
101,Basicmetalmanufacturing,38037,15282
102,Basicmetalmanufacturing,38345,15314
103,Basicmetalmanufacturing,38850,15467
104,Basicmetalmanufacturing,39428,15494
105,Basicmetalmanufacturing,39727,13789
