year,career,Recurrent salary,Non-Recurrentsalary
99,Furnituremanufacturing,27097,2788
100,Furnituremanufacturing,27692,3363
101,Furnituremanufacturing,28109,4201
102,Furnituremanufacturing,27840,4548
103,Furnituremanufacturing,27608,4913
104,Furnituremanufacturing,27428,4903
105,Furnituremanufacturing,27395,5324
