year,career,Recurrent salary,Non-Recurrentsalary
99,Plasticproductsmanufacturingindustry,29867,6110
100,Plasticproductsmanufacturingindustry,30320,6793
101,Plasticproductsmanufacturingindustry,31347,6746
102,Plasticproductsmanufacturingindustry,31603,6024
103,Plasticproductsmanufacturingindustry,32286,6503
104,Plasticproductsmanufacturingindustry,32547,6374
105,Plasticproductsmanufacturingindustry,32760,7164
