year,career,Recurrent salary,Non-Recurrentsalary
99,Metalproductsmanufacturingindustry,28378,5636
100,Metalproductsmanufacturingindustry,29083,5733
101,Metalproductsmanufacturingindustry,29287,6048
102,Metalproductsmanufacturingindustry,29634,6200
103,Metalproductsmanufacturingindustry,29731,5534
104,Metalproductsmanufacturingindustry,30017,5659
105,Metalproductsmanufacturingindustry,30460,5580
