year,career,Recurrent salary,Non-Recurrentsalary
99,Othermanufacturing,30363,5623
100,Othermanufacturing,31219,6571
101,Othermanufacturing,31710,5672
102,Othermanufacturing,31995,4948
103,Othermanufacturing,32408,5485
104,Othermanufacturing,32637,7237
105,Othermanufacturing,33082,6971
