year,career,Recurrent salary,Non-Recurrentsalary
99,Electricitysupplyindustry,69036,34116
100,Electricitysupplyindustry,69797,31254
101,Electricitysupplyindustry,71073,26904
102,Electricitysupplyindustry,70768,22974
103,Electricitysupplyindustry,70520,28721
104,Electricitysupplyindustry,69568,33174
105,Electricitysupplyindustry,68483,32179
