year,career,Recurrent salary,Non-Recurrentsalary
99,Otherspecializedconstructionindustry,37963,2252
100,Otherspecializedconstructionindustry,38785,2964
101,Otherspecializedconstructionindustry,39697,2576
102,Otherspecializedconstructionindustry,40418,2391
103,Otherspecializedconstructionindustry,41354,3296
104,Otherspecializedconstructionindustry,40128,3301
105,Otherspecializedconstructionindustry,39162,3093
