year,career,Recurrent salary,Non-Recurrentsalary
99,Pharmaceuticalandmedicalchemicalsmanufacturing,33129,11690
100,Pharmaceuticalandmedicalchemicalsmanufacturing,33089,10431
101,Pharmaceuticalandmedicalchemicalsmanufacturing,34052,11303
102,Pharmaceuticalandmedicalchemicalsmanufacturing,34375,8731
103,Pharmaceuticalandmedicalchemicalsmanufacturing,34843,8430
104,Pharmaceuticalandmedicalchemicalsmanufacturing,35675,10204
105,Pharmaceuticalandmedicalchemicalsmanufacturing,36601,10691
