year,career,Recurrent salary,Non-Recurrentsalary
99,Rubberproductsmanufacturingindustry,29825,7298
100,Rubberproductsmanufacturingindustry,29511,6731
101,Rubberproductsmanufacturingindustry,30138,7525
102,Rubberproductsmanufacturingindustry,30506,7531
103,Rubberproductsmanufacturingindustry,31285,9202
104,Rubberproductsmanufacturingindustry,31597,9583
105,Rubberproductsmanufacturingindustry,31766,8753
