year,career,Recurrent salary,Non-Recurrentsalary
99,Gasfuelsupplyindustry,46780,17472
100,Gasfuelsupplyindustry,47960,20105
101,Gasfuelsupplyindustry,48612,19958
102,Gasfuelsupplyindustry,49133,16531
103,Gasfuelsupplyindustry,49279,20020
104,Gasfuelsupplyindustry,48806,17695
105,Gasfuelsupplyindustry,48691,15677
