year,career,Recurrent salary,Non-Recurrentsalary
99,Beverageandtobaccomanufacturingindustry,42463,12912
100,Beverageandtobaccomanufacturingindustry,42527,15245
101,Beverageandtobaccomanufacturingindustry,42937,14228
102,Beverageandtobaccomanufacturingindustry,42513,13131
103,Beverageandtobaccomanufacturingindustry,42810,12006
104,Beverageandtobaccomanufacturingindustry,42806,12994
105,Beverageandtobaccomanufacturingindustry,42476,14666
