year,career,Recurrent salary,Non-Recurrentsalary
99,Foodmanufacturingindustry,30809,5281
100,Foodmanufacturingindustry,30916,5372
101,Foodmanufacturingindustry,31469,6249
102,Foodmanufacturingindustry,31818,6430
103,Foodmanufacturingindustry,32179,5682
104,Foodmanufacturingindustry,32300,5958
105,Foodmanufacturingindustry,32469,6435
