year,career,Recurrent salary,Non-Recurrentsalary
99,Oilandcoalproductsmanufacturingindustry,61327,29529
100,Oilandcoalproductsmanufacturingindustry,61401,32225
101,Oilandcoalproductsmanufacturingindustry,61575,26943
102,Oilandcoalproductsmanufacturingindustry,61323,24319
103,Oilandcoalproductsmanufacturingindustry,60429,22291
104,Oilandcoalproductsmanufacturingindustry,59813,26833
105,Oilandcoalproductsmanufacturingindustry,59624,24527
