year,career,Recurrent salary,Non-Recurrentsalary
99,Printinganddatastoragemediacopyindustry,29444,5871
100,Printinganddatastoragemediacopyindustry,29464,6901
101,Printinganddatastoragemediacopyindustry,29444,5886
102,Printinganddatastoragemediacopyindustry,29763,7792
103,Printinganddatastoragemediacopyindustry,30852,4766
104,Printinganddatastoragemediacopyindustry,31011,5887
105,Printinganddatastoragemediacopyindustry,30917,6510
