year,career,Recurrent salary,Non-Recurrentsalary
99,Pollutionremediationindustry,28683,2998
100,Pollutionremediationindustry,28535,2699
101,Pollutionremediationindustry,28031,2588
102,Pollutionremediationindustry,27368,3504
103,Pollutionremediationindustry,27516,3862
104,Pollutionremediationindustry,27774,3072
105,Pollutionremediationindustry,27571,2882
